GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT5G28610,0.000529997795081143,AT5G28610,5,1,protein_coding,na
AT4G21900,0.000529997101753521,PRORP3,4,-1,protein_coding,na
AT5G36980,0.000529995298789335,AT5G36980,5,-1,protein_coding,na
AT3G28660,0.000529993778419228,AT3G28660,3,-1,protein_coding,na
AT3G14900,0.00052998956697166,AT3G14900,3,-1,protein_coding,na
AT2G43720,0.000529987921239262,AT2G43720,2,1,protein_coding,na
AT4G29570,0.000529986064971508,AT4G29570,4,1,protein_coding,na
AT5G09800,0.000529986003565077,AT5G09800,5,-1,protein_coding,na
AT3G05130,0.000529985427375343,AT3G05130,3,-1,protein_coding,na
AT1G61960,0.00052998460355178,AT1G61960,1,1,protein_coding,na
AT5G14280,0.000529984354537826,AT5G14280,5,1,transcription_factor,GeBP
AT2G41040,0.000529984123292697,AT2G41040,2,1,protein_coding,na
AT2G22460,0.000529982680942953,AT2G22460,2,-1,protein_coding,na
AT1G48220,0.000529982125255862,AT1G48220,1,1,protein_coding,na
AT2G29930,0.000529981450516781,AT2G29930,2,-1,protein_coding,na
AT2G30560,0.000529981110471364,AT2G30560,2,1,protein_coding,na
AT5G26960,0.000529978893058202,AT5G26960,5,-1,protein_coding,na
AT3G03800,0.000529977642275653,SYP131,3,1,protein_coding,na
AT3G50830,0.000529976973388531,COR413-PM2,3,-1,protein_coding,na
AT4G30040,0.000529974670261641,AT4G30040,4,1,protein_coding,na
AT4G12320,0.000529974659286887,CYP706A6,4,-1,protein_coding,na
AT1G09415,0.000529974237513206,NIMIN-3,1,-1,protein_coding,na
AT3G01370,0.000529969742593395,ATCFM2,3,1,protein_coding,na
AT5G24940,0.000529969415831184,AT5G24940,5,-1,protein_coding,na
AT4G17960,0.000529966602971056,AT4G17960,4,1,protein_coding,na
AT3G48344,0.00052996560973311,AT3G48344,3,-1,protein_coding,na
AT2G24710,0.000529965336995153,ATGLR2.3,2,-1,protein_coding,na
AT3G11165,0.000529964967033545,AT3G11165,3,-1,protein_coding,na
AT5G11400,0.000529962380054628,AT5G11400,5,-1,protein_coding,na
AT1G06470,0.000529962017928731,AT1G06470,1,1,protein_coding,na
AT3G51171,0.000529960825788846,AT3G51171,3,1,protein_coding,na
AT4G19760,0.00052995819020757,AT4G19760,4,1,protein_coding,na
AT5G02940,0.000529958153806357,AT5G02940,5,-1,protein_coding,na
AT1G75090,0.000529952821058444,AT1G75090,1,-1,protein_coding,na
AT1G33320,0.000529951333329698,AT1G33320,1,1,protein_coding,na
AT3G54400,0.000529951079355315,AT3G54400,3,-1,protein_coding,na
AT4G20970,0.000529950493058988,AT4G20970,4,1,transcription_factor,bHLH
AT2G46680,0.000529949540930415,ATHB-7,2,-1,transcription_factor,Homeobox
AT5G40720,0.000529949216163928,AT5G40720,5,1,protein_coding,na
AT2G21750,0.000529947839034655,AT2G21750,2,-1,protein_coding,na
AT1G55300,0.000529947014522069,TAF7,1,-1,protein_coding,na
AT4G00200,0.000529945156039691,AT4G00200,4,-1,protein_coding,na
AT4G14815,0.000529944928560336,AT4G14815,4,1,protein_coding,na
AT1G23220,0.000529944704134103,AT1G23220,1,1,protein_coding,na
AT3G19040,0.000529944285005782,TAF1,3,-1,protein_coding,na
AT5G03455,0.000529943551204307,CDC25,5,1,protein_coding,na
AT1G53500,0.000529941642966173,MUM4,1,-1,protein_coding,na
AT3G52780,0.00052994116055542,ATPAP20,3,-1,protein_coding,na
AT1G08100,0.000529939986543629,ATNRT2.2,1,-1,protein_coding,na
AT4G33890,0.00052993925306312,AT4G33890,4,1,protein_coding,na
AT1G68905,0.000529938318752119,AT1G68905,1,-1,protein_coding,na
AT3G55740,0.000529937521349834,PROT2,3,1,protein_coding,na
AT2G39590,0.000529937364523045,AT2G39590,2,-1,protein_coding,na
AT2G42140,0.000529936188942271,AT2G42140,2,-1,protein_coding,na
AT2G28880,0.000529935705018684,emb1997,2,-1,protein_coding,na
AT4G23020,0.000529935583378739,AT4G23020,4,-1,protein_coding,na
AT1G05560,0.000529935407958096,UGT1,1,-1,protein_coding,na
AT1G09160,0.000529933716409414,AT1G09160,1,-1,protein_coding,na
AT1G52190,0.000529930694036146,AT1G52190,1,1,protein_coding,na
AT4G01630,0.000529929595907368,ATEXPA17,4,1,protein_coding,na
AT3G26085,0.000529926738750322,AT3G26085,3,1,protein_coding,na
AT3G10630,0.000529926219724502,AT3G10630,3,-1,protein_coding,na
AT2G46450,0.000529926182229173,CNGC12,2,1,protein_coding,na
AT1G03700,0.000529926031974836,AT1G03700,1,1,protein_coding,na
AT3G49770,0.000529924939992965,AT3G49770,3,-1,protein_coding,na
AT3G51550,0.00052992305603177,FER,3,-1,protein_coding,na
AT4G16610,0.000529921337669465,AT4G16610,4,-1,protein_coding,na
AT5G13610,0.000529920926707334,AT5G13610,5,1,protein_coding,na
AT4G08290,0.000529919137319208,AT4G08290,4,1,protein_coding,na
AT1G65990,0.000529915866408956,AT1G65990,1,-1,protein_coding,na
AT1G17200,0.000529915811756468,AT1G17200,1,1,protein_coding,na
AT2G40210,0.000529909900668206,AGL48,2,-1,transcription_factor,MADS
AT5G38210,0.000529907006175497,AT5G38210,5,1,protein_coding,na
AT3G59520,0.000529906917942231,ATRBL13,3,1,protein_coding,na
AT3G04430,0.000529905488683977,anac049,3,-1,protein_coding,na
AT3G62210,0.000529904889952786,EDA32,3,-1,protein_coding,na
AT1G73860,0.000529902620458922,AT1G73860,1,-1,protein_coding,na
AT3G21680,0.000529898555859235,AT3G21680,3,-1,protein_coding,na
AT3G12460,0.000529894886362385,AT3G12460,3,-1,protein_coding,na
AT4G27340,0.000529893682306516,AT4G27340,4,-1,protein_coding,na
AT1G70040,0.000529891909817203,AT1G70040,1,1,protein_coding,na
AT4G15650,0.00052988963660198,AT4G15650,4,1,protein_coding,na
AT1G24470,0.000529887774403131,KCR2,1,1,protein_coding,na
AT1G06620,0.000529882696725671,AT1G06620,1,1,protein_coding,na
AT3G25013,0.000529882566985298,AT3G25013,3,1,protein_coding,na
AT1G55152,0.000529878776189682,AT1G55152,1,-1,protein_coding,na
AT1G04640,0.000529876457578667,LIP2,1,1,protein_coding,na
AT4G13480,0.000529876041918088,AtMYB79,4,1,transcription_factor,MYB
AT2G39180,0.0005298752474731,CCR2,2,-1,protein_coding,na
AT3G62470,0.000529874259740712,AT3G62470,3,-1,protein_coding,na
AT1G55250,0.000529871153638505,HUB2,1,1,protein_coding,na
AT5G38930,0.000529870032431947,AT5G38930,5,1,protein_coding,na
AT1G16760,0.000529868653477147,AT1G16760,1,1,protein_coding,na
AT4G26820,0.000529867552949405,AT4G26820,4,-1,protein_coding,na
AT4G34080,0.000529866610374068,AT4G34080,4,1,protein_coding,na
AT5G21140,0.000529866026502977,emb1379,5,-1,protein_coding,na
AT1G50390,0.000529864855489575,AT1G50390,1,-1,protein_coding,na
AT3G60670,0.000529864304872686,AT3G60670,3,-1,protein_coding,na
AT4G00350,0.000529863745823431,AT4G00350,4,1,protein_coding,na
AT3G50900,0.000529859707912093,AT3G50900,3,1,protein_coding,na
AT2G40300,0.000529859567639176,ATFER4,2,-1,protein_coding,na
AT5G14370,0.000529857393953788,AT5G14370,5,-1,protein_coding,na
AT2G33550,0.000529855014939071,AT2G33550,2,-1,protein_coding,na
AT3G19830,0.000529853946336687,NTMC2TYPE5.2,3,-1,protein_coding,na
AT1G55650,0.000529848906882553,AT1G55650,1,1,transcription_factor,ARID
AT1G48000,0.000529848876726818,MYB112,1,-1,transcription_factor,MYB
AT2G19630,0.00052984606118309,AT2G19630,2,-1,protein_coding,na
AT1G77360,0.000529844549371398,AT1G77360,1,-1,protein_coding,na
AT2G26330,0.000529840308889398,ER,2,-1,protein_coding,na
AT1G51950,0.000529834693836264,IAA18,1,1,protein_coding,na
AT3G47220,0.000529832938325132,ATPLC9,3,1,protein_coding,na
AT3G54150,0.000529830815787827,AT3G54150,3,-1,protein_coding,na
AT4G23750,0.000529827092787815,CRF2,4,1,transcription_factor,AP2-EREBP
AT1G24040,0.00052982676820196,AT1G24040,1,-1,protein_coding,na
AT1G75717,0.000529824024500524,AT1G75717,1,1,protein_coding,na
AT3G43930,0.000529819074029835,AT3G43930,3,-1,protein_coding,na
AT1G49032,0.00052981831865451,AT1G49032,1,1,protein_coding,na
AT3G58940,0.000529818000144246,AT3G58940,3,-1,protein_coding,na
AT2G46430,0.000529817995159367,ATCNGC3,2,1,protein_coding,na
AT2G20480,0.000529817613499753,AT2G20480,2,-1,protein_coding,na
AT1G76060,0.000529816938154034,EMB1793,1,-1,protein_coding,na
AT1G20440,0.000529816869487157,COR47,1,-1,protein_coding,na
AT2G32200,0.000529815358769168,AT2G32200,2,1,protein_coding,na
AT2G03380,0.000529803275277958,AT2G03380,2,1,protein_coding,na
AT3G05770,0.00052979790992169,AT3G05770,3,-1,protein_coding,na
AT3G29080,0.000529797016988696,AT3G29080,3,1,protein_coding,na
AT2G32360,0.0005297936579154,AT2G32360,2,-1,protein_coding,na
AT4G27580,0.00052979312431682,AT4G27580,4,-1,protein_coding,na
AT3G07960,0.000529790010112732,AT3G07960,3,1,protein_coding,na
AT1G07050,0.000529789117241987,AT1G07050,1,-1,protein_coding,na
AT1G12805,0.000529786573072693,AT1G12805,1,1,protein_coding,na
AT1G14550,0.000529784806596872,AT1G14550,1,1,protein_coding,na
AT3G26910,0.000529784739364297,AT3G26910,3,-1,protein_coding,na
AT1G14060,0.000529783701805604,AT1G14060,1,-1,protein_coding,na
AT1G76200,0.000529780679271358,AT1G76200,1,1,protein_coding,na
AT1G26762,0.000529779801676456,AT1G26762,1,1,protein_coding,na
AT3G50550,0.000529776424163029,AT3G50550,3,1,protein_coding,na
AT4G15160,0.000529774278272734,AT4G15160,4,1,protein_coding,na
AT3G02270,0.000529772201032699,AT3G02270,3,-1,protein_coding,na
AT5G14340,0.000529771996910349,AtMYB40,5,1,transcription_factor,MYB
AT1G06925,0.000529770467682912,AT1G06925,1,-1,protein_coding,na
AT5G11310,0.000529768552242203,AT5G11310,5,1,protein_coding,na
AT5G12020,0.000529765809336345,HSP17.6II,5,-1,protein_coding,na
AT1G71697,0.00052976308819615,ATCK1,1,1,protein_coding,na
AT1G70590,0.000529761187627717,AT1G70590,1,1,protein_coding,na
AT1G51260,0.000529756203839944,LPAT3,1,-1,protein_coding,na
AT1G73030,0.000529754614512897,VPS46.2,1,1,protein_coding,na
AT2G26550,0.000529754241212513,HO2,2,-1,protein_coding,na
AT5G41200,0.00052975379883386,AGL75,5,1,transcription_factor,MADS
AT4G24080,0.000529753324868097,ALL1,4,1,protein_coding,na
AT5G07110,0.000529753178639695,PRA1.B6,5,1,protein_coding,na
AT5G02290,0.000529752733312689,NAK,5,-1,protein_coding,na
AT1G26520,0.000529746969061934,AT1G26520,1,-1,protein_coding,na
AT3G12160,0.000529745816221538,ATRABA4D,3,-1,protein_coding,na
AT5G01550,0.000529743878218313,LECRKA4.2,5,-1,protein_coding,na
AT1G15250,0.000529743243940501,AT1G15250,1,-1,protein_coding,na
AT4G28397,0.00052974142884245,AT4G28397,4,1,protein_coding,na
AT1G48450,0.000529739493859365,AT1G48450,1,-1,protein_coding,na
AT3G44190,0.000529737285865086,AT3G44190,3,-1,protein_coding,na
AT2G46320,0.000529735953903737,AT2G46320,2,1,protein_coding,na
AT1G59800,0.000529735475862278,AT1G59800,1,1,protein_coding,na
AT1G29710,0.000529733567457503,AT1G29710,1,1,protein_coding,na
AT1G13930,0.000529731143432733,AT1G13930,1,1,protein_coding,na
AT3G49845,0.000529729482194522,AT3G49845,3,1,protein_coding,na
AT4G21585,0.000529727657067096,ENDO4,4,1,protein_coding,na
AT1G07330,0.000529727284803231,AT1G07330,1,1,protein_coding,na
AT1G55970,0.000529723984024257,HAC04,1,-1,protein_coding,na
AT4G08850,0.000529723942410111,AT4G08850,4,-1,protein_coding,na
AT5G25070,0.000529723676236078,AT5G25070,5,-1,protein_coding,na
AT1G52060,0.000529723507270148,AT1G52060,1,-1,protein_coding,na
AT1G76340,0.00052972150359114,GONST3,1,-1,protein_coding,na
AT1G20875,0.000529720451415999,AT1G20875,1,1,protein_coding,na
AT4G22745,0.000529717986877422,MBD1,4,-1,protein_coding,na
AT1G48540,0.000529717905717967,AT1G48540,1,1,protein_coding,na
AT1G72090,0.000529717787382958,AT1G72090,1,1,protein_coding,na
AT2G03200,0.000529717256814021,AT2G03200,2,-1,protein_coding,na
AT1G43005,0.000529710696635125,AT1G43005,1,1,protein_coding,na
AT4G14980,0.000529710036803771,AT4G14980,4,-1,protein_coding,na
AT1G09750,0.000529707260788844,AT1G09750,1,1,protein_coding,na
AT3G60010,0.000529707200402561,ASK13,3,-1,protein_coding,na
AT1G76280,0.000529706336868821,AT1G76280,1,-1,protein_coding,na
AT4G25434,0.000529705405375656,ATNUDT10,4,-1,protein_coding,na
AT1G29420,0.000529699436320897,AT1G29420,1,-1,protein_coding,na
AT1G79120,0.000529698603584429,AT1G79120,1,-1,protein_coding,na
AT4G15360,0.00052969812456169,CYP705A3,4,1,protein_coding,na
AT5G34780,0.00052969653696849,AT5G34780,5,-1,protein_coding,na
AT1G47920,0.000529695817631945,AT1G47920,1,1,protein_coding,na
AT3G12870,0.000529695464424001,AT3G12870,3,-1,protein_coding,na
AT1G48880,0.000529694768853822,TBL7,1,1,protein_coding,na
AT4G32620,0.000529693767722014,AT4G32620,4,1,protein_coding,na
AT3G56220,0.00052969270190588,AT3G56220,3,1,protein_coding,na
AT1G36340,0.000529691583318439,UBC31,1,-1,protein_coding,na
AT3G05730,0.000529689490021915,AT3G05730,3,1,protein_coding,na
AT2G25450,0.000529687627580358,AT2G25450,2,-1,protein_coding,na
AT1G17330,0.000529686695451684,AT1G17330,1,1,protein_coding,na
AT3G49300,0.000529684994142772,AT3G49300,3,-1,protein_coding,na
AT4G03115,0.000529683886414674,AT4G03115,4,-1,protein_coding,na
AT3G53850,0.000529683798369087,AT3G53850,3,-1,protein_coding,na
AT5G14660,0.000529683253240431,PDF1B,5,-1,protein_coding,na
AT5G16010,0.000529682976482432,AT5G16010,5,1,protein_coding,na
AT1G64355,0.000529682880720427,AT1G64355,1,1,protein_coding,na
AT4G17615,0.00052968270378305,CBL1,4,1,protein_coding,na
AT2G13810,0.000529682577994314,ALD1,2,1,protein_coding,na
AT1G74750,0.000529680842414914,AT1G74750,1,1,protein_coding,na
AT1G61130,0.000529678594205546,SCPL32,1,-1,protein_coding,na
AT4G21170,0.000529676875395991,AT4G21170,4,-1,protein_coding,na
AT2G30370,0.000529675992906351,CHAL,2,-1,protein_coding,na
AT3G22961,0.000529674109497946,AT3G22961,3,1,protein_coding,na
AT2G40190,0.000529672700359965,LEW3,2,1,protein_coding,na
AT3G25020,0.000529670764606464,AtRLP42,3,-1,protein_coding,na
AT1G53090,0.000529668430327037,SPA4,1,1,protein_coding,na
AT1G08170,0.000529664487134603,AT1G08170,1,-1,protein_coding,na
AT3G24860,0.000529664430921658,AT3G24860,3,1,protein_coding,na
AT1G52970,0.000529664233845339,DD11,1,-1,protein_coding,na
AT5G12043,0.000529662719098101,AT5G12043,5,-1,protein_coding,na
AT1G15720,0.000529661935705337,TRFL5,1,1,transcription_factor,MYB-related
AT3G49190,0.000529653959354446,AT3G49190,3,-1,protein_coding,na
AT3G52270,0.000529652485650818,AT3G52270,3,-1,protein_coding,na
AT5G01950,0.000529651592638501,AT5G01950,5,-1,protein_coding,na
AT1G33590,0.000529651505682722,AT1G33590,1,1,protein_coding,na
AT3G27835,0.000529650357808373,AT3G27835,3,-1,protein_coding,na
AT4G22050,0.000529646415836196,AT4G22050,4,1,protein_coding,na
AT2G02310,0.000529642838473606,AtPP2-B6,2,-1,protein_coding,na
AT2G30570,0.000529642725943171,PSBW,2,-1,protein_coding,na
AT3G13300,0.000529641191954647,VCS,3,1,protein_coding,na
AT1G11900,0.000529641168483726,AT1G11900,1,-1,protein_coding,na
AT3G29290,0.000529636905281812,emb2076,3,1,protein_coding,na
AT3G25030,0.000529634388016228,AT3G25030,3,1,transcription_factor,C3H
AT4G38840,0.000529633156403527,AT4G38840,4,-1,protein_coding,na
AT2G20720,0.000529627116502712,AT2G20720,2,-1,protein_coding,na
AT3G53000,0.000529627011353062,AtPP2-A15,3,1,protein_coding,na
AT1G75270,0.000529624713108781,DHAR2,1,-1,protein_coding,na
AT4G11700,0.000529624377489555,AT4G11700,4,-1,protein_coding,na
AT3G03920,0.000529623159808913,AT3G03920,3,-1,protein_coding,na
AT4G04460,0.000529621364932763,AT4G04460,4,1,protein_coding,na
AT1G74370,0.000529619497913821,AT1G74370,1,-1,transcription_factor,C3H
AT5G13920,0.000529617767284414,AT5G13920,5,-1,protein_coding,na
AT1G26780,0.000529615939913151,MYB117,1,1,transcription_factor,MYB
AT4G25990,0.000529612629520749,CIL,4,-1,protein_coding,na
AT4G21865,0.000529610736153548,AT4G21865,4,1,protein_coding,na
AT3G61830,0.000529610130113249,ARF18,3,1,transcription_factor,ARF
AT1G64430,0.000529607432281339,AT1G64430,1,1,protein_coding,na
AT4G03630,0.000529607123543464,AT4G03630,4,1,protein_coding,na
AT2G02220,0.00052960614158486,ATPSKR1,2,-1,protein_coding,na
AT5G28646,0.000529602208384202,WVD2,5,1,protein_coding,na
AT5G38560,0.000529601645181008,AT5G38560,5,1,transcription_factor,Trihelix
AT2G21110,0.000529599702276463,AT2G21110,2,-1,protein_coding,na
AT3G44810,0.000529594450094739,AT3G44810,3,-1,protein_coding,na
AT2G34825,0.000529594265766432,RALFL20,2,1,protein_coding,na
AT4G01890,0.000529592837184806,AT4G01890,4,1,protein_coding,na
AT5G37910,0.000529588034382128,AT5G37910,5,-1,protein_coding,na
AT4G36510,0.000529587808745352,AT4G36510,4,1,protein_coding,na
AT2G20170,0.000529583411424133,AT2G20170,2,1,protein_coding,na
AT2G32390,0.000529575080145336,GLR3.5,2,-1,protein_coding,na
AT4G11100,0.000529574524091618,AT4G11100,4,1,protein_coding,na
AT2G14692,0.000529572477521403,AT2G14692,2,1,protein_coding,na
AT3G03450,0.000529569699782343,RGL2,3,-1,transcription_factor,GRAS
AT5G04960,0.000529568197430585,AT5G04960,5,1,protein_coding,na
AT5G24879,0.000529567922826479,AT5G24879,5,-1,protein_coding,na
AT3G05400,0.000529567632960499,AT3G05400,3,1,transcription_factor,C2H2
AT3G05810,0.000529565817480797,AT3G05810,3,-1,protein_coding,na
AT4G04200,0.000529565643254325,AT4G04200,4,1,protein_coding,na
AT2G36895,0.000529563187431936,AT2G36895,2,-1,protein_coding,na
AT1G46984,0.000529562708283883,AT1G46984,1,1,protein_coding,na
AT1G62120,0.000529561794623742,AT1G62120,1,-1,protein_coding,na
AT1G45201,0.000529561443288787,ATTLL1,1,1,protein_coding,na
AT5G25400,0.000529560479539262,AT5G25400,5,1,protein_coding,na
AT5G24750,0.000529559806856738,AT5G24750,5,-1,protein_coding,na
AT3G53065,0.000529559622363869,AT3G53065,3,1,protein_coding,na
AT1G48400,0.000529559150768244,AT1G48400,1,-1,protein_coding,na
AT2G38500,0.000529559121110501,AT2G38500,2,-1,protein_coding,na
AT1G55330,0.000529558161028255,AGP21,1,-1,protein_coding,na
AT4G26555,0.000529552717355821,AT4G26555,4,-1,protein_coding,na
AT3G05660,0.000529552651347427,AtRLP33,3,-1,protein_coding,na
AT4G22890,0.00052955091139149,PGR5-LIKEA,4,1,protein_coding,na
AT2G32630,0.000529550708469678,AT2G32630,2,1,protein_coding,na
AT1G14500,0.000529547758124619,AT1G14500,1,1,protein_coding,na
AT1G54350,0.000529547447664055,AT1G54350,1,1,protein_coding,na
AT2G29220,0.000529546834227376,AT2G29220,2,-1,protein_coding,na
AT1G61890,0.000529546582172669,AT1G61890,1,-1,protein_coding,na
AT1G55830,0.000529546457692646,AT1G55830,1,-1,protein_coding,na
AT2G35840,0.000529544043181966,AT2G35840,2,1,protein_coding,na
AT4G19820,0.000529543687476466,AT4G19820,4,-1,protein_coding,na
AT3G51450,0.000529542363877759,AT3G51450,3,1,protein_coding,na
AT1G22250,0.000529540493152923,AT1G22250,1,1,protein_coding,na
AT2G37630,0.000529532802939716,ATPHAN,2,-1,transcription_factor,MYB
AT1G18486,0.00052953066188404,AT1G18486,1,1,protein_coding,na
AT1G62680,0.000529530648389491,AT1G62680,1,-1,protein_coding,na
AT1G27860,0.000529530540475602,AT1G27860,1,-1,protein_coding,na
AT1G74410,0.0005295296918123,AT1G74410,1,1,transcription_factor,C3H
AT5G05500,0.00052952840619178,AT5G05500,5,1,protein_coding,na
AT1G55265,0.000529519220689557,AT1G55265,1,1,protein_coding,na
AT2G28640,0.000529517644304975,ATEXO70H5,2,-1,protein_coding,na
AT3G21980,0.000529516494340672,AT3G21980,3,1,protein_coding,na
AT5G41910,0.000529513076190301,MED10A,5,-1,protein_coding,na
AT1G60710,0.000529512765105375,ATB2,1,-1,protein_coding,na
AT1G29740,0.000529511352096427,AT1G29740,1,-1,protein_coding,na
AT3G05936,0.000529510917184973,AT3G05936,3,-1,protein_coding,na
AT2G21210,0.000529504444906611,AT2G21210,2,-1,protein_coding,na
AT4G25190,0.000529504329536697,QWRF7,4,-1,protein_coding,na
AT3G01180,0.000529502041834932,AtSS2,3,-1,protein_coding,na
AT5G17750,0.000529500688145417,AT5G17750,5,-1,protein_coding,na
AT3G22436,0.000529499363773416,AT3G22436,3,-1,protein_coding,na
AT1G32570,0.000529497491805629,AT1G32570,1,1,protein_coding,na
AT3G47295,0.000529496802558636,AT3G47295,3,1,protein_coding,na
AT3G58390,0.000529495764651584,AT3G58390,3,-1,protein_coding,na
AT4G20990,0.000529495236679933,ATACA4,4,1,protein_coding,na
AT5G18470,0.000529493470394257,AT5G18470,5,1,protein_coding,na
AT1G16090,0.000529492233827572,WAKL7,1,1,protein_coding,na
AT3G23955,0.000529485119409186,AT3G23955,3,-1,protein_coding,na
AT5G14270,0.00052948411871761,BET9,5,1,protein_coding,na
AT3G18890,0.000529478473847805,AT3G18890,3,1,protein_coding,na
AT5G15730,0.000529477619059251,CRLK2,5,1,protein_coding,na
AT5G13280,0.000529475685442918,AK-LYS1,5,1,protein_coding,na
AT1G29370,0.000529474159768947,AT1G29370,1,-1,protein_coding,na
AT1G78380,0.000529469479823876,ATGSTU19,1,-1,protein_coding,na
AT1G19790,0.000529464594407186,SRS7,1,-1,transcription_factor,C2H2
AT1G26355,0.000529463050932658,SP1L1,1,-1,protein_coding,na
AT4G27240,0.000529462108137864,AT4G27240,4,1,transcription_factor,C2H2
AT2G46070,0.000529462009826431,MPK12,2,-1,protein_coding,na
AT2G34585,0.000529460297992333,AT2G34585,2,-1,protein_coding,na
AT4G21895,0.000529458060022026,AT4G21895,4,-1,protein_coding,na
AT2G43520,0.000529454779530306,ATTI2,2,1,protein_coding,na
AT3G08810,0.000529454602962355,AT3G08810,3,-1,protein_coding,na
AT3G53470,0.000529450545261206,AT3G53470,3,1,protein_coding,na
AT1G14700,0.000529450308254926,PAP3,1,1,protein_coding,na
AT1G61688,0.000529447849356041,AT1G61688,1,-1,protein_coding,na
AT3G57950,0.000529447458805689,AT3G57950,3,1,protein_coding,na
AT3G27503,0.000529447212683111,SCRL19,3,-1,protein_coding,na
AT3G11880,0.00052944614762693,AT3G11880,3,1,protein_coding,na
AT2G16900,0.000529443863388521,AT2G16900,2,-1,protein_coding,na
AT5G23960,0.000529440060606992,TPS21,5,1,protein_coding,na
AT4G30540,0.000529439853218301,AT4G30540,4,1,protein_coding,na
AT5G23650,0.00052943881021648,AT5G23650,5,1,transcription_factor,MYB-related
AT3G10460,0.000529438146018871,AT3G10460,3,1,protein_coding,na
AT4G39510,0.000529437894148539,CYP96A12,4,-1,protein_coding,na
AT5G43140,0.000529437736101137,AT5G43140,5,1,protein_coding,na
AT3G05470,0.000529437590754501,AT3G05470,3,-1,protein_coding,na
AT1G64380,0.00052943699760968,AT1G64380,1,-1,transcription_factor,AP2-EREBP
AT2G17972,0.000529434214445868,AT2G17972,2,1,protein_coding,na
AT3G53180,0.000529433078771479,AT3G53180,3,1,protein_coding,na
AT4G10150,0.000529432479303932,AT4G10150,4,1,transcription_factor,C3H
AT2G02515,0.000529432356127599,AT2G02515,2,1,protein_coding,na
AT4G31360,0.000529430212232866,AT4G31360,4,1,protein_coding,na
AT4G14723,0.00052942944053717,AT4G14723,4,1,protein_coding,na
AT5G13140,0.000529428765208727,AT5G13140,5,-1,protein_coding,na
AT2G31380,0.000529427671963615,STH,2,1,transcription_factor,C2C2-CO-like
AT3G03280,0.000529422518892626,AT3G03280,3,1,protein_coding,na
AT5G19060,0.000529421826024966,AT5G19060,5,1,protein_coding,na
AT3G22900,0.000529420846825778,NRPD7,3,1,protein_coding,na
AT5G13200,0.000529418181685992,AT5G13200,5,1,protein_coding,na
AT3G57680,0.000529415975453686,AT3G57680,3,1,protein_coding,na
AT3G61560,0.000529415084855687,AT3G61560,3,1,protein_coding,na
AT1G54200,0.000529414302037467,AT1G54200,1,1,protein_coding,na
AT4G35610,0.000529413020412344,AT4G35610,4,-1,protein_coding,na
AT1G80590,0.000529407953821331,WRKY66,1,-1,transcription_factor,WRKY
AT3G29020,0.000529407240402002,MYB110,3,-1,transcription_factor,MYB
AT1G09790,0.000529406419968684,COBL6,1,-1,protein_coding,na
AT3G09590,0.000529403691158893,AT3G09590,3,1,protein_coding,na
AT4G13440,0.000529402024148216,AT4G13440,4,1,protein_coding,na
AT2G02620,0.000529401563851691,AT2G02620,2,1,protein_coding,na
AT1G61730,0.000529401191179435,AT1G61730,1,-1,transcription_factor,GeBP
AT3G52350,0.000529395924631672,AT3G52350,3,-1,protein_coding,na
AT1G77850,0.000529392050097254,ARF17,1,1,transcription_factor,ARF
AT4G12360,0.000529388722380162,AT4G12360,4,-1,protein_coding,na
AT4G31820,0.000529384886212851,ENP,4,-1,protein_coding,na
AT3G48490,0.000529382786137866,AT3G48490,3,1,protein_coding,na
AT4G32020,0.000529382092851978,AT4G32020,4,1,protein_coding,na
AT1G61570,0.000529382036643188,TIM13,1,-1,protein_coding,na
AT2G31800,0.000529381716033075,AT2G31800,2,-1,protein_coding,na
AT3G29185,0.0005293793695493,AT3G29185,3,-1,protein_coding,na
AT3G05170,0.00052937753507331,AT3G05170,3,1,protein_coding,na
AT3G05937,0.000529375239773284,AT3G05937,3,-1,protein_coding,na
AT4G01030,0.000529374817007686,AT4G01030,4,-1,protein_coding,na
AT1G72420,0.000529374510388779,AT1G72420,1,-1,protein_coding,na
AT5G10470,0.000529372686132042,KAC1,5,-1,protein_coding,na
AT2G33710,0.000529372192609359,AT2G33710,2,-1,transcription_factor,AP2-EREBP
AT1G26761,0.000529369294049281,AT1G26761,1,-1,protein_coding,na
AT1G32320,0.000529369085626231,ATMKK10,1,1,protein_coding,na
AT4G08990,0.000529365499391417,AT4G08990,4,1,protein_coding,na
AT2G05070,0.000529363460946663,LHCB2.2,2,-1,protein_coding,na
AT1G13740,0.000529363293424156,AFP2,1,1,protein_coding,na
AT1G24620,0.000529357293182682,AT1G24620,1,-1,protein_coding,na
AT1G15150,0.000529356777897475,AT1G15150,1,1,protein_coding,na
AT3G12420,0.000529355669312913,AT3G12420,3,-1,protein_coding,na
AT3G22020,0.000529347768801444,AT3G22020,3,1,protein_coding,na
AT5G21080,0.000529342714459764,AT5G21080,5,-1,protein_coding,na
AT5G10910,0.000529339177516047,AT5G10910,5,1,protein_coding,na
AT4G02390,0.000529338702333391,APP,4,1,protein_coding,na
AT1G76590,0.000529338585940854,AT1G76590,1,1,protein_coding,na
AT1G52857,0.000529336440659799,AT1G52857,1,-1,protein_coding,na
AT4G27950,0.00052933634841732,CRF4,4,-1,transcription_factor,AP2-EREBP
